,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
129,52,2033.417411,1.329e-21,1.535e+01.0542.0590,499.51460.70-.002863,1,0,P,16,477665,5,8,2,2,1,7,62.0,66.0
130,53,2033.8514489999998,2.966e-22,1.536e+01.0549.0600,439.11570.71-.002800,1,0,P,15,477665,5,8,2,2,1,7,29.0,31.0
131,51,2034.1351739999998,2.204e-24,3.121e+01.0510.0550,2942.30280.67-.003050,2,1,P,20,477663,5,8,2,2,1,1,39.0,41.0
132,54,2034.3611600000002,5.325e-31,4.795e+01.0599.0670,4339.24910.75-.002540,3,2,P,8,467665,5,8,2,2,1,7,90.0,102.0
133,51,2034.4083030000002,5.566e-28,4.724e+01.0555.0610,4656.17240.72-.002778,3,2,P,14,467665,5,8,2,2,1,7,27.0,29.0
134,53,2034.5196059999998,1.5759999999999998e-30,5.927e+01.0748.0820,4169.81520.75-.001335,3,2,P,2,467665,5,8,2,2,1,7,3.0,5.0
135,52,2034.569965,1.216e-29,5.345e+01.0709.0790,4188.48140.74-.001530,3,2,P,3,467665,5,8,2,2,1,7,10.0,14.0
136,54,2035.122404,1.412e-23,1.544e+01.0510.0550,786.03900.67-.003050,1,0,P,20,477663,5,8,2,2,1,1,234.0,246.0
137,56,2035.127034,1.3890000000000001e-24,1.557e+01.0589.0660,161.00280.75-.003590,1,0,P,9,477663,5,8,2,2,1,1,204.0,228.0
138,54,2035.4835420000002,4.6159999999999994e-27,3.119e+01.0555.0610,2506.03390.72-.003350,2,1,P,14,477663,5,8,2,2,1,1,162.0,174.0
139,55,2036.494502,7.182e-28,2.648e+01.0650.0730,2078.31500.74-.002660,2,1,R,4,477663,5,8,2,2,1,1,22.0,18.0
140,55,2036.6760399999998,3.333e-24,1.943e+01.0748.0820,10.47830.75-.002660,1,0,P,2,477663,5,8,2,2,1,1,6.0,10.0
141,56,2036.6807420000002,5.514e-29,3.928e+01.0748.0820,2079.09400.75-.002660,2,1,P,2,477663,5,8,2,2,1,1,36.0,60.0
142,52,2036.80177,2.8739999999999997e-25,3.160e+01.0589.0660,2259.96680.75-.002610,2,1,P,9,477665,5,8,2,2,1,7,34.0,38.0
143,53,2036.9682510000002,5.433e-26,3.178e+01.0599.0670,2222.75230.75-.002540,2,1,P,8,477665,5,8,2,2,1,7,15.0,17.0
144,51,2037.0253239999997,5.239e-21,1.562e+01.0469.0500,1247.05920.67-.003500,1,0,P,25,487623,5,8,2,2,1,1,49.0,51.0
145,52,2037.567979,1.6609999999999998e-21,1.547e+01.0549.0600,440.79120.71-.002800,1,0,P,15,477665,5,8,2,2,1,7,58.0,62.0
146,53,2037.954822,3.621e-22,1.549e+01.0555.0610,384.26120.72-.002778,1,0,P,14,477665,5,8,2,2,1,7,27.0,29.0
147,53,2038.14888,8.175e-31,8.939e+01.0797.0860,4162.62160.76-.001262,3,2,P,1,467665,5,8,2,2,1,7,1.0,3.0
148,52,2038.245476,8.564e-30,5.971e+01.0748.0820,4177.65050.75-.001335,3,2,P,2,467665,5,8,2,2,1,7,6.0,10.0
149,54,2038.2735469999998,5.386e-31,4.869e+01.0612.0690,4309.81660.75-.002472,3,2,P,7,467665,5,8,2,2,1,7,78.0,90.0
150,51,2038.5823739999998,3.0360000000000002e-24,3.145e+01.0519.0560,2866.29750.67-.003410,2,1,P,19,477663,5,8,2,2,1,1,37.0,39.0
151,51,2038.6249739999998,6.693e-28,4.766e+01.0561.0610,4603.38890.73-.002718,3,2,P,13,467665,5,8,2,2,1,7,25.0,27.0
152,56,2038.9526329999999,1.4469999999999998e-24,1.578e+01.0599.0670,128.80910.75-.003580,1,0,P,8,477663,5,8,2,2,1,1,180.0,204.0
153,54,2039.4838100000002,1.933e-23,1.556e+01.0519.0560,711.26650.67-.003410,1,0,P,19,477663,5,8,2,2,1,1,222.0,234.0
154,54,2039.622935,5.5280000000000005e-27,3.147e+01.0561.0610,2454.09830.73-.003510,2,1,P,13,477663,5,8,2,2,1,1,150.0,162.0
155,55,2039.773411,7.937e-28,2.702e+01.0629.0700,2095.62500.74-.002590,2,1,R,5,477663,5,8,2,2,1,1,26.0,22.0
156,55,2040.199012,1.7269999999999997e-24,2.931e+01.0797.0860,3.49280.76-.003010,1,0,P,1,477663,5,8,2,2,1,1,2.0,6.0
157,56,2040.259386,2.859e-29,5.923e+01.0797.0860,2071.99940.76-.003010,2,1,P,1,477663,5,8,2,2,1,1,12.0,36.0
158,52,2040.701859,3.002e-25,3.202e+01.0599.0670,2227.19410.75-.002540,2,1,P,8,477665,5,8,2,2,1,7,30.0,34.0
159,53,2040.821624,5.485e-26,3.227e+01.0612.0690,2193.72830.75-.002472,2,1,P,7,477665,5,8,2,2,1,7,13.0,15.0
160,51,2041.6664600000001,8.026e-21,1.573e+01.0475.0510,1151.31500.67-.003500,1,0,P,24,487623,5,8,2,2,1,1,47.0,49.0
161,52,2041.6878420000003,2.03e-21,1.561e+01.0555.0610,385.72750.72-.002778,1,0,P,14,477665,5,8,2,2,1,7,54.0,58.0
162,52,2041.8885440000001,4.443e-30,9.005e+01.0797.0860,4170.42960.76-.001262,3,2,P,1,467665,5,8,2,2,1,7,2.0,6.0
163,53,2042.027528,4.322e-22,1.563e+01.0561.0610,333.05460.73-.002718,1,0,P,13,477665,5,8,2,2,1,7,25.0,27.0
164,54,2042.1532309999998,5.242e-31,4.960e+01.0629.0700,4284.06070.74-.002358,3,2,P,6,467665,5,8,2,2,1,7,66.0,78.0
165,56,2042.747825,1.4580000000000003e-24,1.602e+01.0612.0690,100.18960.75-.003490,1,0,P,7,477663,5,8,2,2,1,1,156.0,180.0
166,51,2042.808552,7.856e-28,4.811e+01.0567.0620,4554.36700.74-.002750,3,2,P,12,467665,5,8,2,2,1,7,23.0,25.0
167,51,2042.997357,4.094e-24,3.170e+01.0527.0570,2794.07430.68-.003500,2,1,P,18,477663,5,8,2,2,1,1,35.0,37.0
168,55,2043.0212969999998,8.386000000000002e-28,2.746e+01.0612.0690,2116.39580.75-.002540,2,1,R,6,477663,5,8,2,2,1,1,30.0,26.0
169,54,2043.7304589999999,6.464e-27,3.177e+01.0567.0620,2405.86430.74-.003410,2,1,P,12,477663,5,8,2,2,1,1,138.0,150.0
170,54,2043.814181,2.5909999999999998e-23,1.568e+01.0527.0570,640.21530.68-.003500,1,0,P,18,477663,5,8,2,2,1,1,210.0,222.0
171,52,2044.570307,3.032e-25,3.251e+01.0612.0690,2198.05970.75-.002472,2,1,P,7,477665,5,8,2,2,1,7,26.0,30.0
172,53,2044.643402,5.328999999999999e-26,3.288e+01.0629.0700,2168.32990.74-.002358,2,1,P,6,477665,5,8,2,2,1,7,11.0,13.0
173,53,2045.3101170000002,8.35e-31,3.012e+01.0797.0860,4159.02470.76-.001793,3,2,R,0,467665,5,8,2,2,1,7,3.0,1.0
174,52,2045.776868,2.425e-21,1.575e+01.0561.0610,334.32560.73-.002718,1,0,P,13,477665,5,8,2,2,1,7,50.0,54.0
175,54,2046.0000719999998,4.872999999999999e-31,5.081e+01.0650.0730,4261.98230.74-.002177,3,2,P,5,467665,5,8,2,2,1,7,54.0,66.0
176,53,2046.069436,5.037e-22,1.578e+01.0567.0620,285.49790.74-.002750,1,0,P,12,477665,5,8,2,2,1,7,23.0,25.0
177,55,2046.238041,8.534999999999999e-28,2.783e+01.0599.0670,2140.62650.75-.002600,2,1,R,7,477663,5,8,2,2,1,1,34.0,30.0
178,51,2046.276109,1.205e-20,1.585e+01.0483.0520,1059.37180.67-.002980,1,0,P,23,487623,5,8,2,2,1,1,45.0,47.0
179,56,2046.5124809999998,1.414e-24,1.632e+01.0629.0700,75.14530.74-.003440,1,0,P,6,477663,5,8,2,2,1,1,132.0,156.0
180,51,2046.958891,8.991e-28,4.859e+01.0573.0630,4509.10880.75-.002700,3,2,P,11,467665,5,8,2,2,1,7,21.0,23.0
181,55,2047.154307,1.763e-24,9.873e+00.0797.0860,0.00000.76-.002100,1,0,R,0,477663,5,8,2,2,1,1,6.0,2.0
