,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
129,221,2267.2070350000004,9.293999999999999e-39,1.756e-08.0332.0330,5228.79400.340.000000,3,2,Q,17q,344440,4,3,2,1,1,0,105.0,105.0
130,221,2267.8014989999997,2.4219999999999997e-38,1.759e-08.0339.0340,5162.44410.410.000000,3,2,Q,16q,344440,4,3,2,1,1,0,198.0,198.0
131,222,2268.106364,1.5419999999999998e-35,1.237e-05.0200.0200,2693.99850.200.000000,1,0,Q,37q,344440,4,3,2,1,1,0,2700.0,2700.0
132,221,2268.360971,1.5419999999999996e-38,1.761e-08.0330.0330,5099.98500.470.000000,3,2,Q,15q,344440,4,3,2,1,1,0,93.0,93.0
133,221,2268.885455,3.839e-38,1.763e-08.0357.0360,5041.41900.520.000000,3,2,Q,14q,344440,4,3,2,1,1,0,174.0,174.0
134,222,2269.330077,2.984e-35,1.237e-05.0200.0200,2552.73680.200.000000,1,0,Q,36q,344440,4,3,2,1,1,0,2628.0,2628.0
135,221,2269.3749559999997,2.3329999999999998e-38,1.765e-08.0356.0360,4986.74790.570.000000,3,2,Q,13q,344440,4,3,2,1,1,0,81.0,81.0
136,221,2269.513814,1.9939999999999999e-28,9.342e-09.0488.0490,143.22090.730.000000,1,0,O,8q,344440,4,3,2,1,1,0,78.0,102.0
137,221,2269.750311,1.322e-39,1.181e-08.0200.0200,5873.00870.200.000000,2,1,Q,42q,344440,4,3,2,1,1,0,510.0,510.0
138,221,2269.8294760000003,5.536e-38,1.768e-08.0374.0370,4935.97390.620.000000,3,2,Q,12q,344440,4,3,2,1,1,0,150.0,150.0
139,221,2270.2490190000003,3.202e-38,1.771e-08.0432.0430,4889.09860.650.000000,3,2,Q,11q,344440,4,3,2,1,1,0,69.0,69.0
140,222,2270.52062,5.67e-35,1.236e-05.0200.0200,2415.23710.200.000000,1,0,Q,35q,344440,4,3,2,1,1,0,2556.0,2556.0
141,221,2270.633589,7.215999999999999e-38,1.774e-08.0466.0470,4846.12380.680.000000,3,2,Q,10q,344440,4,3,2,1,1,0,126.0,126.0
142,221,2270.983189,3.9539999999999996e-38,1.778e-08.0472.0470,4807.05090.710.000000,3,2,Q,9q,344440,4,3,2,1,1,0,57.0,57.0
143,221,2271.217207,1.4329999999999998e-39,1.183e-08.0200.0200,5709.04310.200.000000,2,1,Q,41q,344440,4,3,2,1,1,0,249.0,249.0
144,221,2271.297821,8.415e-38,1.782e-08.0469.0470,4771.88140.730.000000,3,2,Q,8q,344440,4,3,2,1,1,0,102.0,102.0
145,221,2271.577488,4.336e-38,1.789e-08.0476.0480,4740.61650.740.000000,3,2,Q,7q,344440,4,3,2,1,1,0,45.0,45.0
146,222,2271.678001,1.056e-34,1.235e-05.0200.0200,2281.50340.200.000000,1,0,Q,34q,344440,4,3,2,1,1,0,2484.0,2484.0
147,221,2271.822191,8.624999999999999e-38,1.797e-08.0469.0470,4713.25730.750.000000,3,2,Q,6q,344440,4,3,2,1,1,0,78.0,78.0
148,221,2272.031934,4.12e-38,1.811e-08.0477.0480,4689.80470.760.000000,3,2,Q,5q,344440,4,3,2,1,1,0,33.0,33.0
149,222,2272.071633,6.265999999999999e-31,1.199e-05.0562.0560,23.08250.770.000000,1,0,O,3q,344440,4,3,2,1,1,0,252.0,252.0
150,221,2272.206717,7.512e-38,1.835e-08.0490.0490,4670.25960.760.000000,3,2,Q,4q,344440,4,3,2,1,1,0,54.0,54.0
151,221,2272.346542,3.236e-38,1.885e-08.0509.0510,4654.62280.770.000000,3,2,Q,3q,344440,4,3,2,1,1,0,21.0,21.0
152,221,2272.45141,5.244999999999999e-38,2.020e-08.0535.0530,4642.89460.780.000000,3,2,Q,2q,344440,4,3,2,1,1,0,30.0,30.0
153,221,2272.521321,2.288e-38,2.828e-08.0567.0570,4635.07560.790.000000,3,2,Q,1q,344440,4,3,2,1,1,0,9.0,9.0
154,221,2272.649023,6.101e-39,1.186e-08.0200.0200,5548.90350.200.000000,2,1,Q,40q,344440,4,3,2,1,1,0,486.0,486.0
155,222,2272.802227,1.931e-34,1.234e-05.0200.0200,2151.54030.200.000000,1,0,Q,33q,344440,4,3,2,1,1,0,2412.0,2412.0
156,221,2273.540946,3.831999999999999e-33,2.344e-08.0542.0540,2369.35370.760.000000,2,1,O,4q,344440,4,3,2,1,1,0,30.0,54.0
157,222,2273.893307,3.462e-34,1.233e-05.0200.0200,2025.35250.200.000000,1,0,Q,32q,344440,4,3,2,1,1,0,2340.0,2340.0
158,221,2274.0457699999997,6.367e-39,1.189e-08.0200.0200,5392.59550.200.000000,2,1,Q,39q,344440,4,3,2,1,1,0,237.0,237.0
159,222,2274.951248,6.09e-34,1.233e-05.0200.0200,1902.94410.200.000000,1,0,Q,31q,344440,4,3,2,1,1,0,2268.0,2268.0
160,221,2275.407461,2.607e-38,1.191e-08.0200.0200,5240.12460.200.000000,2,1,Q,38q,344440,4,3,2,1,1,0,462.0,462.0
161,222,2275.976057,1.05e-33,1.232e-05.0200.0200,1784.31910.200.000000,1,0,Q,30q,344440,4,3,2,1,1,0,2196.0,2196.0
162,221,2276.734106,2.618e-38,1.194e-08.0200.0200,5091.49610.200.000000,2,1,Q,37q,344440,4,3,2,1,1,0,225.0,225.0
163,222,2276.9677420000003,1.777e-33,1.231e-05.0200.0200,1669.48140.200.000000,1,0,Q,29q,344440,4,3,2,1,1,0,2124.0,2124.0
164,221,2277.673854,1.026e-28,9.804e-09.0499.0500,111.39910.740.000000,1,0,O,7q,344440,4,3,2,1,1,0,33.0,45.0
165,222,2277.926309,2.9479999999999998e-33,1.230e-05.0200.0200,1558.43510.200.000000,1,0,Q,28q,344440,4,3,2,1,1,0,2052.0,2052.0
166,221,2278.025716,1.0309999999999999e-37,1.197e-08.0200.0200,4946.71520.200.000000,2,1,Q,36q,344440,4,3,2,1,1,0,438.0,438.0
167,222,2278.851765,4.7939999999999996e-33,1.230e-05.0200.0200,1451.18370.200.000000,1,0,Q,27q,344440,4,3,2,1,1,0,1980.0,1980.0
168,221,2279.282302,9.957e-38,1.199e-08.0200.0200,4805.78700.200.000000,2,1,Q,35q,344440,4,3,2,1,1,0,213.0,213.0
169,222,2279.744116,7.643999999999999e-33,1.229e-05.0200.0200,1347.73100.200.000000,1,0,Q,26q,344440,4,3,2,1,1,0,1908.0,1908.0
170,222,2279.798539,3.7479999999999995e-31,1.208e-05.0588.0590,11.54150.780.000000,1,0,O,2q,344440,4,3,2,1,1,0,180.0,180.0
171,221,2280.112167,1.263e-39,6.037e-09.0200.0200,5647.28830.200.000000,1,0,Q,53q,344440,4,3,2,1,1,0,321.0,321.0
172,221,2280.503873,3.772e-37,1.202e-08.0200.0200,4668.71660.200.000000,2,1,Q,34q,344440,4,3,2,1,1,0,414.0,414.0
173,222,2280.603367,1.195e-32,1.229e-05.0200.0200,1248.08020.200.000000,1,0,Q,25q,344440,4,3,2,1,1,0,1836.0,1836.0
174,222,2281.429525,1.83e-32,1.228e-05.0200.0200,1152.23490.200.000000,1,0,Q,24q,344440,4,3,2,1,1,0,1764.0,1764.0
175,221,2281.4982379999997,1.4739999999999999e-33,2.803e-08.0562.0560,2353.57740.770.000000,2,1,O,3q,344440,4,3,2,1,1,0,9.0,21.0
176,221,2281.690439,3.5019999999999998e-37,1.204e-08.0200.0200,4535.50860.200.000000,2,1,Q,33q,344440,4,3,2,1,1,0,201.0,201.0
177,221,2281.959652,6.805999999999999e-39,6.055e-09.0200.0200,5439.79940.200.000000,1,0,Q,52q,344440,4,3,2,1,1,0,630.0,630.0
178,222,2282.2225949999997,2.748e-32,1.227e-05.0214.0210,1060.19820.200.000000,1,0,Q,23q,344440,4,3,2,1,1,0,1692.0,1692.0
179,221,2282.842009,1.2749999999999998e-36,1.206e-08.0200.0200,4406.16770.200.000000,2,1,Q,32q,344440,4,3,2,1,1,0,390.0,390.0
180,222,2282.982582,4.0439999999999993e-32,1.227e-05.0230.0230,971.97310.200.000000,1,0,Q,22q,344440,4,3,2,1,1,0,1620.0,1620.0
