3.814209029991887746e+03,8.818837424481623666e-02
3.558071327246466353e+03,1.475675743599883238e-01
3.289253224432845400e+03,7.651672670865101999e-02
3.007754721551024886e+03,1.858914697743336772e-02
2.713575818601003903e+03,2.313328564793717349e-03
2.406716515582783813e+03,1.526438226626069497e-04
2.087176812496363709e+03,5.432252962873100286e-06
1.754956709341745409e+03,1.052776845107748333e-07
1.410056206118925729e+03,1.117791406521724134e-09
1.052475302827908308e+03,6.528156740029425476e-12
6.822139994686895079e+02,2.103002270739715068e-14
2.992722960412702378e+02,3.744467840571688658e-17
-9.634980745434768323e+01,3.690646482138095049e-20
-5.046523110181642551e+02,2.015973039027883352e-23
4.179394984007720268e+03,8.818837424481623666e-02
4.166714583939520708e+03,1.475675743599883238e-01
4.141353783803121587e+03,7.651672670865101999e-02
4.103312583598521996e+03,1.858914697743336772e-02
4.052590983325723755e+03,2.313328564793717349e-03
3.989188982984725044e+03,1.526438226626069497e-04
3.913106582575527227e+03,5.432252962873100286e-06
3.824343782098129395e+03,1.052776845107748333e-07
3.722900581552532003e+03,1.117791406521724134e-09
3.608776980938735051e+03,6.528156740029425476e-12
3.481972980256738083e+03,2.103002270739715068e-14
3.342488579506542010e+03,3.744467840571688658e-17
3.190323778688145467e+03,3.690646482138095049e-20
3.025478577801549818e+03,2.015973039027883352e-23
4.506539737818953654e+03,8.818837424481623666e-02
4.711955840291576351e+03,1.475675743599883238e-01
4.904691542695998578e+03,7.651672670865101999e-02
5.084746845032222154e+03,1.858914697743336772e-02
5.252121747300245261e+03,2.313328564793717349e-03
5.406816249500070626e+03,1.526438226626069497e-04
5.548830351631693702e+03,5.432252962873100286e-06
5.678164053695119946e+03,1.052776845107748333e-07
5.794817355690343902e+03,1.117791406521724134e-09
5.898790257617369207e+03,6.528156740029425476e-12
5.990082759476194042e+03,2.103002270739715068e-14
6.068694861266820226e+03,3.744467840571688658e-17
6.134626562989247759e+03,3.690646482138095049e-20
6.187877864643474823e+03,2.015973039027883352e-23
